Putative_Ammonia	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rotaliidae	g__Ammonia	s__
Putative_Elphidium	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Elphidiidae	g__Elphidium	s__
Putative_Haynesina	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nonionidae	g__Haynesina	s__
Putative_Quinqueloculina	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Miliolidae	g__Quinqueloculina	s__
Alveolinella_quoyi	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Alveolinidae	g__Alviolinella	s__quoyi
Amphisorus__Amphisorus_SpL__Amphisorus_SpS	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Amphisorus	s__
Amphistegina_lessonii	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lobifera
Amphistegina_lessonii_NBCLAB5174	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lobifera
Amphistegina_lobifera	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lobifera
Amphistegina_papillosa_Ambon	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lobifera
Amphistegina_papillosa_Spermonde_NBCLAB3741	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lobifera
Amphistegina_radiata	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lobifera
Aschemonella_monile_18080	k__Eukaryota	p__Foraminifera	c__Monothalamea	o__Xenophyophoroidea	f__Stannomidae	g__Aschemonella	s__monile
Bizarria_bryiformis_18256	k__Eukaryota	p__Foraminifera	c__Monothalamea	o__Xenophyophoroidea	f__	g__Bizarria	s__bryiformis
Bolivina_sp._17601__Bolivina_sp._17907	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Bolivinitidae	g__Bolivina	s__
Borelis_schlumbergeri_NBCLAB3737	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Alveolinidae	g__Borelis	s__schlimbergeria
Buccella_frigida_6300	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Trichohyalidae	g__Buccella	s__frigida
Buccella_peruviana_17572	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Trichohyalidae	g__Buccella	s__frigida
Calcarina_gaudichaudii	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__
Calcarina_hispida_Ambon__Calcarina_spengleri__Calcarina_sp._NBCLAB5247	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__
Calcarina_hispida__Calcarina_sp_NBCLAB5163	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__
Calcarina_sp._NBCLAB5164	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__
Calcarina_sp._NBCLAB5165	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__
Calcarina_sp._Spermonde	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__
Calcarina_sp._Sumba_18664	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__
Cassidulinoides_parkerianus_20889	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Cassidulinidae	g__Cassidulinoides	s__parkerianus
Cibicidoides_lobatulus_17944	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Anomalinidae	g__Cibicidoides	s__wuellerstorfi
Cibicidoides_wuellerstorfi_19688	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Anomalinidae	g__Cibicidoides	s__wuellerstorfi
Cribrorotalia_sp._17611	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Notorotaliidae	g__Criborotalia	s__
Cribrostomoides_17496	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Trochamminidae	g__Cribostomoides	s__
Cyrea_szymborska_17247	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Textulariidae	g__Cyrea	s__szymborska
Discanomalina_coronata_18034	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Gavelinellidae	g__Discanomalina	s__coronata
Eggerelloides_scaber_12301	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Eggerellidae	g__Eggerelloides	s__scaber
Elphidium_williamsoni_13170	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Elphidiidae	g__Elphidium	s__
Entzia_macrescens_13533	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Trochamminidae	g__Entzia	s__macrescens
Epistominella_exigua_18607	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Pseudoparrellidae	g__Epistominella	s__exigua
Glabratella_sp._17918	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Glabratellidae	g__Glabratella	s__
Glabratellina_sp._17921__Planoglabratella_opercularis_18053__Planoglabratella_sp.	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Glabratellidae	g__Glabratella	s__
Globocassidulina_biora_17225	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Cassidulinidae	g__Globocassidulina	s__biora
Haynesina_germanica_18209	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nonionidae	g__Haynesina	s__
Heterostegina_depressa_sp1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Heterostegina	s__depressa
Heterostegina_depressa_sp2	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Heterostegina	s__depressa
Heterostegina_depressa_14668	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Heterostegina	s__depressa
Lacogromia_cassipara_18990	k__Eukaryota	p__Foraminifera	c__Monothalamea	o__	f__Lacogromiidae	g__Lacogromia	s__cassipara
Marginopora_vertebralis	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Marginopora	s__vertebralis
Micrometula_sp._17554	k__Eukaryota	p__Foraminifera	c__Monothalamea	o__Allogromiida	f__Allogromiida	g__Micrometula	s__
Murrayinella_globosa_18043	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Murrayinellidae	g__Murrayinella	s__globosa
Neoassilina_ammonoides_19231	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Neoassilina	s__ammonoides
Neorotalia_calcar	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rotaliidae	g__Neorotalia	s__gaimardi
Neorotalia_gaimardi__Baculogypsina_sphaerulata	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rotaliidae	g__Neorotalia	s__gaimardi
Notorotalia_finlayi_16463	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Notorotaliidae	g__Notorotalia	s__finlayi
Nummulites_venosus	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Nummulites	s__venosus
Operculina_ammonoides	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__
Operculina_complanata	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__
Operculina_heterosteginoides	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__
Operculina_sp_NBCLAB5195	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__
Operculinella_cumingii_NBCLAB3740	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculinella	s__cumingii
Orbulina_universa	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Globigerinidae	g__Orbulina	s__universa
Oridorsalis_umbonatus_18653	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Alabaminidae	g__Oridorsalis	s__ubmonatus
Parasorites_sp.	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Parasorites	s__
Peneroplis_sp1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Peneroplidae	g__Peneroplis	s__
Peneroplis_sp2__Peneroplis_pertusus_NBCLAB5117__Dendritina_ambigua	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Peneroplidae	g__Peneroplis	s__
Planorbulinella_sp._17893	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Glabratellidae	g__Planoglabratella	s__
Planostegina_operculinides_NBCLAB5180	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Planostegina	s__operculinoides
Psammina_limbata_18230	k__Eukaryota	p__Foraminifera	c__Monothalamea	o__Xenophyophoroidea	f__Psamminidae	g__Psammina	s__limbata
Psammophaga_sp._19260__Psammophaga_sp._19296__Psammophaga_sp2	k__Eukaryota	p__Foraminifera	c__Monothalamea	o__Astrorhizida	f__Saccamminidae	g__Psammophaga	s__
Psammophaga_sp1_19298	k__Eukaryota	p__Foraminifera	c__Monothalamea	o__Astrorhizida	f__Saccamminidae	g__Psammophaga	s__
Pullenia_subcarinata_8292	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nonionidae	g__Pullenia	s__subcarinata
Rosalina_sp._14698	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rosalinidae	g__Rosalina	s__
Rosalina_sp._17595	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rosalinidae	g__Rosalina	s__
Sorites_sp1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Sorites	s__
Sorites_sp2	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Sorites	s__
Spiroplectammina_sp._12209	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Sproplectamminidae	g__Spiroplectammina	s__
Stainforthia_sp._17321	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Stainforthiidae	g__Stainforthia	s__
Textularia_gramen_13633	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Textulariidae	g__Textularia	s__gramen
Trifarina_earlandi__Uvigerina_bifurcata	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Uvigerinidae	g__Trifarina	s__earlandi
Trochammina_hadai_21192	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Trochamminidae	g__Trochammina	s__hadai
OK634032.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Amphisorus	s__
OK634035.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Sorites	s__
OK634036.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Alveolinidae	g__Alviolinella	s__quoyi
OK634038.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Parasorites	s__
OK634039.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__ammonoides
OK634042.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__hispida
OK634043.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Marginopora	s__vertebralis
OK634044.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__radiata
OK634045.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Heterostegina	s__depressa
OK634047.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Peneroplidae	g__Peneroplis	s__planatus
OK634048.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Sorites	s__
OK634049.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rotaliidae	g__Neorotalia	s__gaimardi
OK634050.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Heterostegina	s__depressa
OK634051.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lessonii
OK634053.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Peneroplidae	g__Peneroplis	s__planatus
OK634054.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__hispida
OK634055.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__complanata
OK634056.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rotaliidae	g__Neorotalia	s__calcar
OK634057.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Alveolinidae	g__Borelis	s__schlimbergeria
OK634061.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculinella	s__cumingii
OK634062.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__papillosa
OK634066.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Alveolinidae	g__Alviolinella	s__quoyi
OK634070.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__
OK634075.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__radiata
OK634078.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__ammonoides
OK634080.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__hispida
OK634081.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rotaliidae	g__Neorotalia	s__gaimardi
OK634082.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Alveolinidae	g__Borelis	s__schlimbergeria
OK634083.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Heterostegina	s__depressa
OK634085.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rotaliidae	g__Neorotalia	s__calcar
OK634087.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Heterostegina	s__depressa
OK634088.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__complanata
OL352650.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Alveolinidae	g__Alviolinella	s__quoyi
OL352652.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Sorites	s__
OL352655.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Sorites	s__
OL352656.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Amphisorus	s__
OL352658.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Peneroplidae	g__Peneroplis	s__
OL352660.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Peneroplidae	g__Peneroplis	s__
OL352662.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Parasorites	s__
OL352663.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Marginopora	s__vertebralis
OL352666.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Parasorites	s__
OL352667.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Parasorites	s__
OL352668.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Soritidae	g__Parasorites	s__
OL352669.1	k__Eukaryota	p__Foraminifera	c__Tubothalamea	o__Miliolida	f__Alveolinidae	g__Alviolinella	s__quoyi
OL352670.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Buliminidae	g__Globobulimina	s__
OL352671.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Globigerinidae	g__Orbulina	s__universa
OL352672.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Globigerinidae	g__Orbulina	s__universa
OL352675.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__radiata
OL352677.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__papillosa
OL352678.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lessonii
OL352679.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lessonii
OL352680.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__hispida
OL352686.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rotaliidae	g__Neorotalia	s__calcar
OL352687.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rotaliidae	g__Neorotalia	s__gaimardi
OL352691.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__ammonoides
OL352692.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculinella	s__cumingii
OM719621.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Bolivinitidae	g__Bolivina	s__
OM719622.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Bolivinitidae	g__Bolivina	s__
OM719623.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Uvigerinidae	g__Trifarina	s__earlandi
OM719624.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Uvigerinidae	g__Uvigerina	s__bifurcata
OM719625.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Stainforthiidae	g__Stainforthia	s__
OM719626.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nonionidae	g__Haynesina	s__germanica
OM719627.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Pseudoparrellidae	g__Epistominella	s__exigua
OM719628.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Alabaminidae	g__Oridorsalis	s__ubmonatus
OM719629.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Notorotaliidae	g__Notorotalia	s__finlayi
OM719630.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Notorotaliidae	g__Criborotalia	s__
OM719631.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Trichohyalidae	g__Buccella	s__frigida
OM719632.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Trichohyalidae	g__Buccella	s__frigida
OM719633.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Anomalinidae	g__Cibicidoides	s__lobatulus
OM719634.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Anomalinidae	g__Cibicidoides	s__wuellerstorfi
OM719635.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Cassidulinidae	g__Cassidulinoides	s__parkerianus
OM719636.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Cassidulinidae	g__Globocassidulina	s__biora
OM719637.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Murrayinellidae	g__Murrayinella	s__globosa
OM719638.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Elphidiidae	g__Elphidium	s__
OM719639.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rosalinidae	g__Rosalina	s__
OM719640.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Rosalinidae	g__Rosalina	s__
OM719641.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Gavelinellidae	g__Discanomalina	s__coronata
OM719642.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__ammonoides
OM719643.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__ammonoides
OM719644.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__
OM719645.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Eggerellidae	g__Eggerelloides	s__scaber
OM719646.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nonionidae	g__Pullenia	s__subcarinata
OM719647.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Glabratellidae	g__Glabratella	s__
OM719648.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Glabratellidae	g__Planoglabratella	s__opercularis
OM719649.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Glabratellidae	g__Glabratella	s__
OM719653.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Trochamminidae	g__Entzia	s__macrescens
OM719654.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Textulariidae	g__Cyrea	s__szymborska
OM719655.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Sproplectamminidae	g__Spiroplectammina	s__
OM719656.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Trochamminidae	g__Trochammina	s__hadai
OM719657.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Uvigerinidae	g__Trifarina	s__earlandi
OM719658.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Uvigerinidae	g__Trifarina	s__earlandi
OM719659.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Uvigerinidae	g__Uvigerina	s__bifurcata
OM719660.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Uvigerinidae	g__Uvigerina	s__bifurcata
OM719661.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Uvigerinidae	g__Uvigerina	s__bifurcata
OM719662.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Glabratellidae	g__Planoglabratella	s__
OM719663.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Glabratellidae	g__Planoglabratella	s__
OM719664.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Glabratellidae	g__Planoglabratella	s__
OM719666.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Textulariida	f__Trochamminidae	g__Cribostomoides	s__
ON352780.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lessonii
ON352781.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__lobifera
ON352782.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Amphisteginidae	g__Amphistegina	s__papillosa
ON352784.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__gaudichaudii
ON352786.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__hispida
ON352788.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__
ON352789.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Calcarinidae	g__Calcarina	s__
ON352796.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__heterosteginoides
ON352797.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Operculina	s__
ON352803.1	k__Eukaryota	p__Foraminifera	c__Globothalamea	o__Rotaliida	f__Nummulitidae	g__Planostegina	s__operculinoides
